Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
0,Open,Center,Focus,Center,Straight Front Ahead,Straight
1,Open,Center,Focus,Center,Straight Front Ahead,Straight
2,Open,Center,Focus,Center,Straight Front Ahead,Straight
3,Open,Center,Focus,Center,Straight Front Ahead,Straight
4,Open,Center,Focus,Center,Straight Front Ahead,Straight
5,Open,Center,Focus,Center,Straight Front Ahead,Straight
6,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
7,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
8,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
9,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
10,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
11,Open,Center,Focus,Center,Straight Front Ahead,Straight
12,Open,Center,Focus,Center,Straight Front Ahead,Straight
13,Open,Center,Focus,Center,Straight Front Ahead,Straight
14,Open,Center,Focus,Center,Straight Front Ahead,Straight
15,Open,Center,Focus,Center,Straight Front Ahead,Straight
16,Open,Center,Focus,Center,Straight Front Ahead,Straight
17,Open,Center,Focus,Center,Straight Front Ahead,Straight
18,Open,Center,Focus,Center,Straight Front Ahead,Straight
19,Open,Center,Focus,Center,Straight Front Ahead,Straight
20,Open,Center,Focus,Center,Straight Front Ahead,Straight
21,Open,Center,Focus,Center,Straight Front Ahead,Straight
22,Open,Center,Focus,Center,Straight Front Ahead,Straight
23,Open,Center,Focus,Center,Straight Front Ahead,Straight
24,Open,Center,Focus,Center,Straight Front Ahead,Straight
25,Open,Center,Focus,Center,Straight Front Ahead,Straight
26,Open,Center,Focus,Center,Straight Front Ahead,Straight
27,Open,Center,Focus,Center,Straight Front Ahead,Straight
28,Open,Center,Focus,Center,Straight Front Ahead,Straight
29,Open,Center,Focus,Center,Straight Front Ahead,Straight
30,Open,Center,Focus,Center,Straight Front Ahead,Straight
31,Open,Center,Focus,Center,Straight Front Ahead,Straight
32,Open,Center,Focus,Center,Straight Front Ahead,Straight
33,Open,Center,Focus,Center,Straight Front Ahead,Straight
34,Open,Center,Focus,Center,Straight Front Ahead,Straight
35,Open,Center,Focus,Center,Straight Front Ahead,Straight
36,Open,Center,Focus,Center,Straight Front Ahead,Straight
37,Open,Center,Focus,Center,Straight Front Ahead,Straight
38,Open,Center,Focus,Center,Straight Front Ahead,Straight
39,Open,Center,Focus,Center,Straight Front Ahead,Straight
40,Open,Center,Focus,Center,Straight Front Ahead,Straight
41,Open,Center,Focus,Center,Straight Front Ahead,Straight
42,Open,Center,Focus,Center,Straight Front Ahead,Straight
43,Open,Center,Focus,Center,Straight Front Ahead,Straight
44,Open,Center,Focus,Center,Straight Front Ahead,Straight
45,Open,Center,Focus,Center,Straight Front Ahead,Straight
46,Open,Center,Focus,Center,Straight Front Ahead,Straight
47,Open,Center,Focus,Center,Straight Front Ahead,Straight
48,Open,Center,Focus,Center,Straight Front Ahead,Straight
49,Open,Center,Focus,Center,Straight Front Ahead,Straight
50,Open,Center,Focus,Center,Straight Front Ahead,Straight
51,Open,Center,Focus,Center,Straight Front Ahead,Straight
52,Open,Center,Focus,Center,Straight Front Ahead,Straight
53,Open,Center,Focus,Center,Straight Front Ahead,Straight
54,Open,Center,Focus,Center,Straight Front Ahead,Straight
55,Open,Center,Focus,Center,Straight Front Ahead,Straight
56,Open,Center,Focus,Center,Straight Front Ahead,Straight
57,Open,Center,Focus,Center,Straight Front Ahead,Straight
58,Open,Center,Focus,Center,Straight Front Ahead,Straight
59,Open,Center,Focus,Center,Straight Front Ahead,Straight
60,Open,Center,Focus,Center,Straight Front Ahead,Straight
61,Open,Center,Focus,Center,Straight Front Ahead,Straight
62,Open,Center,Focus,Center,Straight Front Ahead,Straight
63,Open,Center,Focus,Center,Straight Front Ahead,Straight
64,Open,Center,Focus,Center,Straight Front Ahead,Straight
65,Open,Center,Focus,Center,Straight Front Ahead,Straight
66,Open,Center,Focus,Center,Straight Front Ahead,Straight
67,Open,Center,Focus,Center,Straight Front Ahead,Straight
68,Open,Center,Focus,Center,Straight Front Ahead,Straight
69,Open,Center,Focus,Center,Straight Front Ahead,Straight
70,Open,Center,Focus,Center,Straight Front Ahead,Straight
71,Open,Center,Focus,Center,Straight Front Ahead,Straight
72,Open,Center,Focus,Center,Straight Front Ahead,Straight
73,Open,Center,Focus,Center,Straight Front Ahead,Straight
74,Open,Center,Focus,Center,Straight Front Ahead,Straight
75,Open,Center,Focus,Center,Straight Front Ahead,Straight
76,Open,Center,Focus,Center,Straight Front Ahead,Straight
77,Open,Center,Focus,Center,Straight Front Ahead,Straight
78,Open,Center,Focus,Center,Straight Front Ahead,Straight
79,Open,Center,Focus,Center,Straight Front Ahead,Straight
80,Open,Center,Focus,Center,Straight Front Ahead,Straight
81,Open,Center,Focus,Center,Straight Front Ahead,Straight
82,Open,Center,Focus,Center,Straight Front Ahead,Straight
83,Open,Center,Focus,Center,Straight Front Ahead,Straight
84,Open,Center,Focus,Center,Straight Front Ahead,Straight
85,Open,Center,Focus,Center,Straight Front Ahead,Straight
86,Open,Center,Focus,Center,Front Tilt,Straight
87,Open,Center,Focus,Center,Front Tilt,Straight
88,Open,Center,Focus,Center,Front Tilt,Straight
89,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
90,Closed,Center,Distracted,Center,Front Tilt,Straight
91,Closed,Center,Distracted,Center,Front Tilt,Straight
92,Closed,Right,Distracted,Center,Front Tilt,Straight
93,Closed,Right,Distracted,Center,Front Tilt,Straight
94,Closed,Right,Distracted,Center,Front Tilt,Straight
95,Closed,Right,Distracted,Center,Front Tilt,Straight
96,Open,Right,Focus,45Degree Left,Front Tilt,Straight
97,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
98,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
99,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
100,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
101,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
102,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
103,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
104,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
105,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
106,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
107,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
108,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
109,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
110,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
111,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
112,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
113,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
114,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
115,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
116,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
117,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
118,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
119,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
120,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
121,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
122,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
123,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
124,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
125,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
126,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
127,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
128,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
129,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
130,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
131,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
132,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
133,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
134,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
135,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
136,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
137,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
138,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
139,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
140,Open,Right,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
141,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
142,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
143,Open,Right,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
144,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
145,Open,Right,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
146,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
147,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
148,Open,Right,Distracted,Over Left Shoulder,Extreme Front Tilt,Head Top Left & Neck Right
149,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
150,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
151,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
152,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
153,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
154,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
155,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
156,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
157,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
158,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
159,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
160,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
161,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
162,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
163,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
164,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
165,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
166,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
167,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
168,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
169,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
170,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
171,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
172,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
173,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
174,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
175,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
176,Open,Center,Focus,45Degree Left,Straight Front Ahead,Straight
177,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
178,Open,Right,Focus,45Degree Left,Straight Front Ahead,Straight
179,Open,Right,Focus,45Degree Left,Front Tilt,Straight
180,Open,Right,Focus,45Degree Left,Front Tilt,Straight
181,Open,Right,Focus,45Degree Left,Front Tilt,Straight
182,Open,Center,Focus,45Degree Left,Front Tilt,Straight
183,Open,Center,Focus,45Degree Left,Front Tilt,Straight
184,Open,Center,Focus,45Degree Left,Front Tilt,Straight
185,Open,Center,Focus,45Degree Left,Front Tilt,Straight
186,Open,Center,Focus,45Degree Left,Front Tilt,Straight
187,Open,Center,Focus,45Degree Left,Front Tilt,Straight
188,Open,Center,Focus,Center,Front Tilt,Straight
189,Open,Center,Focus,Center,Front Tilt,Straight
190,Open,Center,Focus,Center,Front Tilt,Straight
191,Open,Center,Focus,Center,Front Tilt,Straight
192,Open,Left,Focus,Center,Front Tilt,Straight
193,Open,Left,Focus,Center,Front Tilt,Straight
194,Open,Left,Focus,Center,Front Tilt,Straight
195,Open,Center,Focus,Center,Front Tilt,Straight
196,Open,Center,Focus,Center,Front Tilt,Straight
197,Open,Center,Focus,Center,Front Tilt,Straight
198,Open,Center,Focus,Center,Front Tilt,Straight
199,Open,Center,Focus,Center,Front Tilt,Straight
200,Open,Center,Focus,Center,Front Tilt,Straight
201,Open,Center,Focus,Center,Front Tilt,Straight
202,Open,Center,Focus,Center,Front Tilt,Straight
203,Open,Center,Focus,Center,Front Tilt,Straight
204,Open,Center,Focus,Center,Front Tilt,Straight
205,Open,Center,Focus,Center,Front Tilt,Straight
206,Closed,Center,Distracted,Center,Front Tilt,Straight
207,Closed,Center,Distracted,Center,Front Tilt,Straight
208,Closed,Center,Distracted,Center,Front Tilt,Straight
209,Closed,Center,Distracted,Center,Front Tilt,Straight
210,Open,Center,Focus,Center,Front Tilt,Straight
211,Open,Center,Focus,Center,Front Tilt,Straight
212,Open,Center,Focus,Center,Front Tilt,Straight
213,Open,Center,Focus,Center,Front Tilt,Straight
214,Open,Center,Focus,Center,Front Tilt,Straight
215,Open,Center,Focus,Center,Straight Front Ahead,Straight
216,Open,Center,Focus,Center,Straight Front Ahead,Straight
217,Open,Center,Focus,Center,Straight Front Ahead,Straight
218,Open,Center,Focus,Center,Straight Front Ahead,Straight
219,Open,Center,Focus,Center,Straight Front Ahead,Straight
220,Open,Center,Focus,Center,Straight Front Ahead,Straight
221,Open,Center,Focus,Center,Straight Front Ahead,Straight
222,Open,Center,Focus,Center,Straight Front Ahead,Straight
223,Open,Center,Focus,Center,Straight Front Ahead,Straight
224,Open,Center,Focus,Center,Straight Front Ahead,Straight
225,Open,Center,Focus,Center,Straight Front Ahead,Straight
226,Open,Center,Focus,Center,Straight Front Ahead,Straight
227,Open,Center,Focus,Center,Straight Front Ahead,Straight
228,Open,Center,Focus,Center,Straight Front Ahead,Straight
229,Open,Center,Focus,Center,Straight Front Ahead,Straight
230,Open,Center,Focus,Center,Straight Front Ahead,Straight
231,Open,Center,Focus,Center,Straight Front Ahead,Straight
232,Open,Center,Focus,Center,Straight Front Ahead,Straight
233,Open,Center,Focus,Center,Straight Front Ahead,Straight
234,Open,Center,Focus,Center,Straight Front Ahead,Straight
235,Open,Center,Focus,Center,Straight Front Ahead,Straight
236,Open,Center,Focus,Center,Straight Front Ahead,Straight
237,Open,Center,Focus,Center,Straight Front Ahead,Straight
238,Open,Center,Focus,Center,Straight Front Ahead,Straight
239,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
240,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
241,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
242,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
243,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
244,Open,Center,Focus,Center,Straight Front Ahead,Straight
245,Open,Center,Focus,Center,Straight Front Ahead,Straight
246,Open,Center,Focus,Center,Straight Front Ahead,Straight
247,Open,Center,Focus,Center,Straight Front Ahead,Straight
248,Open,Center,Focus,Center,Straight Front Ahead,Straight
249,Open,Center,Focus,Center,Straight Front Ahead,Straight
250,Open,Center,Focus,Center,Straight Front Ahead,Straight
251,Open,Center,Focus,Center,Straight Front Ahead,Straight
252,Open,Center,Focus,Center,Straight Front Ahead,Straight
253,Open,Center,Focus,Center,Straight Front Ahead,Straight
254,Open,Center,Focus,Center,Straight Front Ahead,Straight
255,Open,Center,Focus,Center,Straight Front Ahead,Straight
256,Open,Center,Focus,Center,Straight Front Ahead,Straight
257,Open,Left,Focus,Center,Straight Front Ahead,Straight
258,Open,Left,Focus,Center,Straight Front Ahead,Straight
259,Open,Left,Focus,Center,Straight Front Ahead,Straight
260,Open,Left,Focus,Center,Straight Front Ahead,Straight
261,Open,Left,Focus,Center,Straight Front Ahead,Straight
262,Open,Left,Focus,Center,Straight Front Ahead,Straight
263,Open,Left,Focus,Center,Straight Front Ahead,Straight
264,Open,Left,Focus,Center,Straight Front Ahead,Straight
265,Open,Left,Focus,Center,Straight Front Ahead,Straight
266,Open,Left,Focus,Center,Straight Front Ahead,Straight
267,Open,Center,Focus,Center,Straight Front Ahead,Straight
268,Open,Center,Focus,Center,Straight Front Ahead,Straight
269,Open,Center,Focus,Center,Straight Front Ahead,Straight
270,Open,Center,Focus,Center,Straight Front Ahead,Straight
271,Open,Center,Focus,Center,Straight Front Ahead,Straight
272,Open,Center,Focus,Center,Straight Front Ahead,Straight
273,Open,Center,Focus,Center,Straight Front Ahead,Straight
274,Open,Center,Focus,Center,Straight Front Ahead,Straight
275,Open,Center,Focus,Center,Straight Front Ahead,Straight
276,Open,Center,Focus,Center,Front Tilt,Straight
277,Open,Center,Focus,Center,Front Tilt,Straight
278,Open,Center,Focus,Center,Front Tilt,Straight
279,Open,Center,Focus,Center,Front Tilt,Straight
280,Open,Center,Focus,Center,Front Tilt,Straight
281,Open,Center,Focus,Center,Front Tilt,Straight
282,Open,Center,Focus,Center,Front Tilt,Straight
283,Open,Center,Focus,Center,Front Tilt,Straight
284,Open,Center,Focus,Center,Front Tilt,Straight
285,Open,Center,Focus,Center,Front Tilt,Straight
286,Open,Center,Focus,Center,Front Tilt,Straight
287,Open,Center,Focus,Center,Front Tilt,Straight
288,Open,Center,Focus,Center,Straight Front Ahead,Straight
289,Open,Center,Focus,Center,Straight Front Ahead,Straight
290,Open,Center,Focus,Center,Straight Front Ahead,Straight
291,Open,Center,Focus,Center,Straight Front Ahead,Straight
292,Open,Center,Focus,Center,Straight Front Ahead,Straight
293,Open,Center,Focus,Center,Straight Front Ahead,Straight
294,Open,Center,Focus,Center,Straight Front Ahead,Straight
295,Open,Center,Focus,Center,Straight Front Ahead,Straight
296,Open,Center,Focus,Center,Straight Front Ahead,Straight
297,Open,Center,Focus,Center,Straight Front Ahead,Straight
298,Open,Center,Focus,Center,Straight Front Ahead,Straight
299,Open,Center,Focus,Center,Straight Front Ahead,Straight
300,Open,Center,Focus,Center,Straight Front Ahead,Straight
301,Open,Center,Focus,Center,Straight Front Ahead,Straight
302,Open,Center,Focus,Center,Straight Front Ahead,Straight
303,Open,Center,Focus,Center,Straight Front Ahead,Straight
304,Open,Center,Focus,Center,Straight Front Ahead,Straight
305,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
306,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
307,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
308,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
309,Open,Center,Focus,Center,Straight Front Ahead,Straight
310,Open,Center,Focus,Center,Straight Front Ahead,Straight
311,Open,Center,Focus,Center,Straight Front Ahead,Straight
312,Open,Center,Focus,Center,Straight Front Ahead,Straight
313,Open,Center,Focus,Center,Straight Front Ahead,Straight
314,Open,Center,Focus,Center,Straight Front Ahead,Straight
315,Open,Center,Focus,Center,Straight Front Ahead,Straight
316,Open,Center,Focus,Center,Straight Front Ahead,Straight
317,Open,Center,Focus,Center,Straight Front Ahead,Straight
318,Open,Center,Focus,Center,Straight Front Ahead,Straight
319,Open,Center,Focus,Center,Front Tilt,Straight
320,Open,Center,Focus,Center,Front Tilt,Straight
321,Open,Center,Focus,Center,Front Tilt,Straight
322,Open,Center,Focus,Center,Front Tilt,Straight
323,Open,Center,Focus,Center,Front Tilt,Straight
324,Open,Center,Focus,Center,Front Tilt,Straight
325,Open,Center,Focus,Center,Front Tilt,Straight
326,Open,Center,Focus,Center,Front Tilt,Straight
327,Open,Center,Focus,Center,Front Tilt,Straight
328,Open,Center,Focus,Center,Front Tilt,Straight
329,Open,Center,Focus,Center,Front Tilt,Straight
330,Open,Center,Focus,Center,Front Tilt,Straight
331,Open,Center,Focus,Center,Front Tilt,Straight
332,Open,Center,Focus,Center,Front Tilt,Straight
333,Open,Center,Focus,Center,Front Tilt,Straight
334,Open,Center,Focus,Center,Front Tilt,Straight
335,Open,Center,Focus,Center,Front Tilt,Straight
336,Open,Center,Focus,Center,Front Tilt,Straight
337,Open,Center,Focus,Center,Front Tilt,Straight
338,Open,Center,Focus,Center,Front Tilt,Straight
339,Open,Center,Focus,Center,Front Tilt,Straight
340,Open,Center,Focus,Center,Front Tilt,Straight
341,Open,Center,Focus,Center,Front Tilt,Straight
342,Open,Right,Focus,Center,Front Tilt,Straight
343,Open,Center,Focus,Center,Front Tilt,Straight
344,Open,Center,Focus,Center,Front Tilt,Straight
345,Open,Center,Focus,Center,Front Tilt,Straight
346,Open,Center,Focus,Center,Front Tilt,Straight
347,Open,Center,Focus,Center,Front Tilt,Straight
348,Open,Center,Focus,Center,Front Tilt,Straight
349,Open,Center,Focus,Center,Front Tilt,Straight
350,Open,Center,Focus,Center,Front Tilt,Straight
351,Open,Center,Focus,Center,Front Tilt,Straight
352,Open,Center,Focus,Center,Front Tilt,Straight
353,Open,Center,Focus,Center,Front Tilt,Straight
354,Open,Center,Focus,Center,Front Tilt,Straight
355,Open,Center,Focus,Center,Front Tilt,Straight
356,Open,Center,Focus,Center,Front Tilt,Straight
357,Open,Center,Focus,Center,Front Tilt,Straight
358,Open,Center,Focus,Center,Front Tilt,Straight
359,Open,Center,Focus,Center,Front Tilt,Straight
360,Open,Center,Focus,Center,Front Tilt,Straight
361,Open,Center,Focus,Center,Front Tilt,Straight
362,Open,Center,Focus,Center,Front Tilt,Straight
363,Open,Center,Focus,Center,Front Tilt,Straight
364,Open,Right,Focus,Center,Front Tilt,Straight
365,Open,Right,Focus,Center,Front Tilt,Straight
366,Open,Right,Focus,Center,Front Tilt,Straight
367,Open,Right,Focus,Center,Front Tilt,Straight
368,Open,Right,Focus,Center,Front Tilt,Straight
369,Open,Right,Focus,Center,Front Tilt,Straight
370,Open,Right,Focus,Center,Front Tilt,Straight
371,Open,Right,Focus,Center,Front Tilt,Straight
372,Open,Right,Focus,Center,Front Tilt,Straight
373,Open,Center,Focus,Center,Front Tilt,Straight
374,Open,Right,Focus,Center,Front Tilt,Straight
375,Open,Right,Focus,Center,Front Tilt,Straight
376,Open,Right,Focus,Center,Front Tilt,Straight
377,Open,Right,Focus,Center,Front Tilt,Straight
378,Open,Right,Focus,Center,Front Tilt,Straight
379,Open,Right,Focus,Center,Front Tilt,Straight
380,Open,Center,Focus,Center,Front Tilt,Straight
381,Open,Center,Focus,Center,Front Tilt,Straight
382,Open,Center,Focus,Center,Front Tilt,Straight
383,Open,Center,Focus,Center,Front Tilt,Straight
384,Open,Center,Focus,Center,Front Tilt,Straight
385,Open,Center,Focus,Center,Front Tilt,Straight
386,Open,Center,Focus,Center,Front Tilt,Straight
387,Open,Center,Focus,Center,Front Tilt,Straight
388,Open,Center,Focus,Center,Front Tilt,Straight
389,Open,Center,Focus,Center,Front Tilt,Straight
390,Open,Center,Focus,Center,Front Tilt,Straight
391,Open,Center,Focus,Center,Front Tilt,Straight
392,Open,Center,Focus,Center,Front Tilt,Straight
393,Open,Center,Focus,Center,Front Tilt,Straight
394,Open,Center,Focus,Center,Front Tilt,Straight
395,Open,Center,Focus,Center,Front Tilt,Straight
396,Open,Center,Focus,Center,Front Tilt,Straight
397,Open,Center,Focus,Center,Front Tilt,Straight
398,Open,Center,Focus,Center,Front Tilt,Straight
399,Open,Right,Focus,Center,Front Tilt,Straight
400,Open,Right,Focus,Center,Front Tilt,Straight
401,Open,Right,Focus,Center,Front Tilt,Straight
402,Open,Right,Focus,Center,Front Tilt,Straight
403,Open,Right,Focus,Center,Front Tilt,Straight
404,Open,Right,Focus,Center,Front Tilt,Straight
405,Open,Right,Focus,Center,Front Tilt,Straight
406,Open,Right,Focus,Center,Front Tilt,Straight
407,Open,Center,Focus,Center,Front Tilt,Straight
408,Open,Right,Focus,Center,Front Tilt,Straight
409,Open,Right,Focus,Center,Front Tilt,Straight
410,Open,Right,Focus,Center,Front Tilt,Straight
411,Open,Center,Focus,Center,Front Tilt,Straight
412,Open,Right,Focus,Center,Front Tilt,Straight
413,Open,Right,Focus,Center,Front Tilt,Straight
414,Open,Right,Focus,Center,Front Tilt,Straight
415,Open,Right,Focus,Center,Front Tilt,Straight
416,Open,Right,Focus,Center,Front Tilt,Straight
417,Open,Right,Focus,Center,Front Tilt,Straight
418,Open,Right,Focus,Center,Front Tilt,Straight
419,Open,Right,Focus,Center,Front Tilt,Straight
420,Open,Right,Focus,Center,Front Tilt,Straight
421,Open,Right,Focus,Center,Front Tilt,Straight
422,Open,Right,Focus,Center,Front Tilt,Straight
423,Open,Right,Focus,Center,Front Tilt,Straight
424,Open,Right,Focus,Center,Front Tilt,Straight
425,Open,Right,Focus,Center,Front Tilt,Straight
426,Open,Center,Focus,Center,Front Tilt,Straight
427,Open,Center,Focus,Center,Front Tilt,Straight
428,Open,Center,Focus,Center,Front Tilt,Straight
429,Open,Center,Focus,Center,Front Tilt,Straight
430,Open,Center,Focus,Center,Front Tilt,Straight
431,Open,Center,Focus,Center,Front Tilt,Straight
432,Open,Center,Focus,Center,Front Tilt,Straight
433,Open,Center,Focus,Center,Front Tilt,Straight
434,Open,Center,Focus,Center,Front Tilt,Straight
435,Open,Center,Focus,Center,Front Tilt,Straight
436,Open,Center,Focus,Center,Front Tilt,Straight
437,Open,Center,Focus,Center,Front Tilt,Straight
438,Open,Center,Focus,Center,Front Tilt,Straight
439,Open,Center,Focus,Center,Front Tilt,Straight
440,Open,Center,Focus,Center,Front Tilt,Straight
441,Open,Center,Focus,Center,Front Tilt,Straight
442,Open,Center,Focus,Center,Front Tilt,Straight
443,Open,Center,Focus,Center,Front Tilt,Straight
444,Open,Center,Focus,Center,Front Tilt,Straight
445,Open,Center,Focus,Center,Front Tilt,Straight
446,Closed,Center,Distracted,Center,Front Tilt,Straight
447,Closed,Center,Distracted,Center,Front Tilt,Straight
448,Closed,Center,Distracted,Center,Front Tilt,Straight
449,Closed,Center,Distracted,Center,Front Tilt,Straight
450,Open,Center,Focus,Center,Front Tilt,Straight
451,Open,Center,Focus,Center,Straight Front Ahead,Straight
452,Open,Center,Focus,Center,Straight Front Ahead,Straight
453,Open,Center,Focus,Center,Front Tilt,Straight
454,Open,Center,Focus,Center,Straight Front Ahead,Straight
455,Open,Center,Focus,Center,Straight Front Ahead,Straight
456,Open,Center,Focus,Center,Straight Front Ahead,Straight
457,Open,Center,Focus,Center,Straight Front Ahead,Straight
458,Open,Center,Focus,Center,Straight Front Ahead,Straight
459,Open,Center,Focus,Center,Straight Front Ahead,Straight
460,Open,Center,Focus,Center,Straight Front Ahead,Straight
461,Open,Center,Focus,Center,Straight Front Ahead,Straight
462,Open,Center,Focus,Center,Straight Front Ahead,Straight
463,Open,Center,Focus,Center,Straight Front Ahead,Straight
464,Open,Center,Focus,Center,Straight Front Ahead,Straight
465,Open,Center,Focus,Center,Straight Front Ahead,Straight
466,Open,Center,Focus,Center,Straight Front Ahead,Straight
467,Open,Center,Focus,Center,Straight Front Ahead,Straight
468,Open,Center,Focus,Center,Straight Front Ahead,Straight
469,Open,Center,Focus,Center,Straight Front Ahead,Straight
470,Open,Center,Focus,Center,Straight Front Ahead,Straight
471,Open,Center,Focus,Center,Straight Front Ahead,Straight
472,Open,Center,Focus,Center,Straight Front Ahead,Straight
473,Open,Center,Focus,Center,Straight Front Ahead,Straight
474,Open,Center,Focus,Center,Straight Front Ahead,Straight
475,Open,Center,Focus,Center,Straight Front Ahead,Straight
476,Open,Center,Focus,Center,Straight Front Ahead,Straight
477,Open,Center,Focus,Center,Straight Front Ahead,Straight
478,Open,Center,Focus,Center,Straight Front Ahead,Straight
479,Open,Center,Focus,Center,Straight Front Ahead,Straight
480,Open,Center,Focus,Center,Straight Front Ahead,Straight
481,Open,Center,Focus,Center,Straight Front Ahead,Straight
482,Open,Center,Focus,Center,Straight Front Ahead,Straight
483,Open,Center,Focus,Center,Straight Front Ahead,Straight
