Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
4745,Closed,Center,Distracted,Center,Front Tilt,Straight
4746,Closed,Center,Distracted,Center,Front Tilt,Straight
4747,Closed,Center,Distracted,Center,Front Tilt,Straight
4748,Closed,Center,Distracted,Center,Front Tilt,Straight
4749,Closed,Center,Distracted,Center,Front Tilt,Straight
4750,Closed,Center,Distracted,Center,Front Tilt,Straight
4751,Closed,Center,Distracted,Center,Front Tilt,Straight
4752,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
4753,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
4754,Open,Left,Focus,Center,Straight Front Ahead,Straight
4755,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4756,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4757,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4758,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4759,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4760,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4761,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4762,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4763,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4764,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4765,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4766,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4767,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4768,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4769,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4770,Open,Center,Focus,45Degree Right,Straight Front Ahead,Straight
4771,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4772,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4773,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4774,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4775,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4776,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4777,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4778,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4779,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4780,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4781,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4782,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4783,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4784,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4785,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4786,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4787,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4788,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4789,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4790,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4791,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4792,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4793,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4794,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4795,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4796,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4797,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4798,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4799,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4800,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4801,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4802,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4803,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4804,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4805,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4806,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4807,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4808,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4809,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4810,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4811,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4812,Closed,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4813,Closed,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4814,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4815,Closed,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
4816,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4817,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4818,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4819,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4820,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4821,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4822,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4823,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4824,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4825,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4826,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4827,Open,Center,Focus,45Degree Right,Straight Front Ahead,Straight
4828,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4829,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4830,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4831,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4832,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4833,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4834,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4835,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4836,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4837,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4838,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4839,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4840,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4841,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4842,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4843,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4844,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4845,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4846,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4847,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4848,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4849,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4850,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4851,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4852,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4853,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4854,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4855,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4856,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4857,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4858,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4859,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4860,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
4861,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4862,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4863,Closed,Left,Distracted,45Degree Right,Straight Front Ahead,Straight
4864,Closed,Center,Distracted,45Degree Right,Straight Front Ahead,Straight
4865,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4866,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4867,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4868,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4869,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4870,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4871,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4872,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4873,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4874,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4875,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4876,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4877,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4878,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4879,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4880,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4881,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4882,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4883,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4884,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4885,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4886,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4887,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4888,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4889,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4890,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4891,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4892,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
4893,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
4894,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
4895,Open,Left,Focus,Center,Straight Front Ahead,Straight
4896,Open,Left,Focus,Center,Straight Front Ahead,Straight
4897,Open,Left,Focus,Center,Straight Front Ahead,Straight
4898,Open,Left,Focus,Center,Straight Front Ahead,Straight
4899,Open,Left,Focus,Center,Straight Front Ahead,Straight
4900,Open,Left,Focus,Center,Straight Front Ahead,Straight
4901,Open,Left,Focus,Center,Straight Front Ahead,Straight
4902,Open,Left,Focus,Center,Straight Front Ahead,Straight
4903,Open,Left,Focus,Center,Straight Front Ahead,Straight
4904,Open,Left,Focus,Center,Straight Front Ahead,Straight
4905,Open,Left,Focus,Center,Straight Front Ahead,Straight
4906,Open,Left,Focus,Center,Straight Front Ahead,Straight
4907,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4908,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4909,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4910,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4911,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
4912,Closed,Right,Distracted,Center,Straight Front Ahead,Straight
4913,Open,Center,Focus,Center,Straight Front Ahead,Straight
4914,Open,Center,Focus,Center,Straight Front Ahead,Straight
4915,Open,Center,Focus,Center,Straight Front Ahead,Straight
4916,Open,Center,Focus,Center,Straight Front Ahead,Straight
4917,Open,Center,Focus,Center,Straight Front Ahead,Straight
4918,Open,Center,Focus,Center,Straight Front Ahead,Straight
4919,Open,Center,Focus,Center,Straight Front Ahead,Straight
4920,Open,Center,Focus,Center,Straight Front Ahead,Straight
4921,Open,Center,Focus,Center,Straight Front Ahead,Straight
4922,Open,Center,Focus,Center,Front Tilt,Straight
4923,Open,Center,Focus,Center,Front Tilt,Straight
4924,Open,Center,Focus,Center,Front Tilt,Straight
4925,Open,Center,Focus,Center,Front Tilt,Straight
4926,Open,Center,Focus,Center,Front Tilt,Straight
4927,Open,Center,Focus,Center,Front Tilt,Straight
4928,Open,Center,Focus,Center,Front Tilt,Straight
4929,Open,Center,Focus,Center,Front Tilt,Straight
4930,Closed,Center,Distracted,Center,Front Tilt,Straight
4931,Closed,Center,Distracted,Center,Front Tilt,Straight
4932,Closed,Center,Distracted,Center,Front Tilt,Straight
4933,Closed,Center,Distracted,Center,Front Tilt,Straight
4934,Closed,Center,Distracted,Center,Front Tilt,Straight
4935,Closed,Center,Distracted,Center,Front Tilt,Straight
4936,Closed,Center,Distracted,Center,Front Tilt,Straight
4937,Closed,Center,Distracted,Center,Front Tilt,Straight
4938,Closed,Center,Distracted,Center,Front Tilt,Straight
4939,Closed,Center,Distracted,Center,Front Tilt,Straight
4940,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
4941,Closed,Center,Distracted,Center,Front Tilt,Straight
4942,Closed,Right,Distracted,Center,Front Tilt,Straight
4943,Closed,Center,Distracted,Center,Front Tilt,Straight
4944,Open,Center,Focus,Center,Front Tilt,Straight
4945,Open,Center,Focus,Center,Front Tilt,Straight
4946,Open,Center,Focus,Center,Front Tilt,Straight
4947,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4948,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4949,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4950,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4951,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4952,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4953,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4954,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4955,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4956,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4957,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4958,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4959,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4960,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4961,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
4962,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
4963,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
4964,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
4965,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
4966,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4967,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4968,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4969,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4970,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4971,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4972,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4973,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4974,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4975,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4976,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4977,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4978,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4979,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4980,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4981,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4982,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4983,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4984,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4985,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4986,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4987,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4988,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4989,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4990,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4991,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4992,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4993,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4994,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4995,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4996,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4997,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4998,Open,Center,Focus,Center,Extreme Front Tilt,Straight
4999,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5000,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5001,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5002,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5003,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5004,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5005,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5006,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5007,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5008,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5009,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5010,Open,Center,Focus,Center,Front Tilt,Straight
5011,Open,Center,Focus,Center,Front Tilt,Straight
5012,Open,Center,Focus,Center,Front Tilt,Straight
5013,Open,Center,Focus,Center,Front Tilt,Straight
5014,Open,Center,Focus,Center,Front Tilt,Straight
5015,Open,Center,Focus,Center,Front Tilt,Straight
5016,Open,Center,Focus,Center,Front Tilt,Straight
5017,Open,Center,Focus,Center,Front Tilt,Straight
5018,Open,Center,Focus,Center,Front Tilt,Straight
5019,Open,Center,Focus,Center,Front Tilt,Straight
5020,Open,Center,Focus,Center,Front Tilt,Straight
5021,Open,Center,Focus,Center,Front Tilt,Straight
5022,Open,Center,Focus,Center,Front Tilt,Straight
5023,Open,Center,Focus,Center,Front Tilt,Straight
5024,Open,Center,Focus,Center,Front Tilt,Straight
5025,Open,Center,Focus,Center,Front Tilt,Straight
5026,Open,Center,Focus,Center,Front Tilt,Straight
5027,Open,Center,Focus,Center,Front Tilt,Straight
5028,Open,Center,Focus,Center,Front Tilt,Straight
5029,Open,Center,Focus,Center,Front Tilt,Straight
5030,Open,Center,Focus,Center,Front Tilt,Straight
5031,Open,Center,Focus,Center,Front Tilt,Straight
5032,Open,Center,Focus,Center,Front Tilt,Straight
5033,Open,Center,Focus,Center,Front Tilt,Straight
5034,Open,Center,Focus,Center,Front Tilt,Straight
5035,Open,Center,Focus,Center,Front Tilt,Straight
5036,Open,Center,Focus,Center,Front Tilt,Straight
5037,Open,Center,Focus,Center,Front Tilt,Straight
5038,Open,Center,Focus,Center,Front Tilt,Straight
5039,Open,Center,Focus,Center,Front Tilt,Straight
5040,Open,Center,Focus,Center,Front Tilt,Straight
5041,Open,Center,Focus,Center,Front Tilt,Straight
5042,Open,Center,Focus,Center,Front Tilt,Straight
5043,Open,Center,Focus,Center,Front Tilt,Straight
5044,Open,Center,Focus,Center,Front Tilt,Straight
5045,Open,Center,Focus,Center,Front Tilt,Straight
5046,Open,Center,Focus,Center,Front Tilt,Straight
5047,Open,Center,Focus,Center,Front Tilt,Straight
5048,Open,Center,Focus,Center,Front Tilt,Straight
5049,Open,Center,Focus,Center,Front Tilt,Straight
5050,Open,Center,Focus,Center,Front Tilt,Straight
5051,Open,Center,Focus,Center,Front Tilt,Straight
5052,Open,Center,Focus,Center,Front Tilt,Straight
5053,Open,Center,Focus,Center,Front Tilt,Straight
5054,Closed,Center,Distracted,Center,Front Tilt,Straight
5055,Closed,Center,Distracted,Center,Front Tilt,Straight
5056,Closed,Center,Distracted,Center,Extreme Front Tilt,Straight
5057,Closed,Center,Distracted,Center,Front Tilt,Straight
5058,Open,Center,Focus,Center,Front Tilt,Straight
5059,Open,Center,Focus,Center,Front Tilt,Straight
5060,Open,Center,Focus,Center,Front Tilt,Straight
5061,Open,Center,Focus,Center,Front Tilt,Straight
5062,Open,Center,Focus,Center,Front Tilt,Straight
5063,Open,Center,Focus,Center,Front Tilt,Straight
5064,Open,Center,Focus,Center,Front Tilt,Straight
5065,Open,Center,Focus,Center,Front Tilt,Straight
5066,Open,Center,Focus,Center,Front Tilt,Straight
5067,Open,Center,Focus,Center,Front Tilt,Straight
5068,Open,Center,Focus,Center,Front Tilt,Straight
5069,Open,Center,Focus,Center,Front Tilt,Straight
5070,Open,Center,Focus,Center,Front Tilt,Straight
5071,Open,Center,Focus,Center,Front Tilt,Straight
5072,Open,Center,Focus,Center,Front Tilt,Straight
5073,Open,Center,Focus,Center,Front Tilt,Straight
5074,Open,Center,Focus,Center,Front Tilt,Straight
5075,Open,Center,Focus,Center,Front Tilt,Straight
5076,Open,Center,Focus,Center,Front Tilt,Straight
5077,Open,Center,Focus,Center,Front Tilt,Straight
5078,Open,Center,Focus,Center,Front Tilt,Straight
5079,Open,Center,Focus,Center,Front Tilt,Straight
5080,Open,Center,Focus,Center,Front Tilt,Straight
5081,Open,Center,Focus,Center,Front Tilt,Straight
5082,Open,Center,Focus,Center,Front Tilt,Straight
5083,Open,Center,Focus,Center,Front Tilt,Straight
5084,Open,Center,Focus,Center,Front Tilt,Straight
5085,Open,Center,Focus,Center,Front Tilt,Straight
5086,Open,Center,Focus,Center,Front Tilt,Straight
5087,Open,Center,Focus,Center,Front Tilt,Straight
5088,Open,Center,Focus,Center,Front Tilt,Straight
5089,Open,Center,Focus,Center,Front Tilt,Straight
5090,Open,Center,Focus,Center,Front Tilt,Straight
5091,Open,Center,Focus,Center,Front Tilt,Straight
5092,Open,Center,Focus,Center,Front Tilt,Straight
5093,Open,Center,Focus,Center,Front Tilt,Straight
5094,Open,Center,Focus,Center,Front Tilt,Straight
5095,Open,Center,Focus,Center,Front Tilt,Straight
5096,Open,Center,Focus,Center,Front Tilt,Straight
5097,Open,Center,Focus,Center,Front Tilt,Straight
5098,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5099,Open,Center,Focus,Center,Front Tilt,Straight
5100,Open,Center,Focus,Center,Extreme Front Tilt,Straight
5101,Open,Center,Focus,Center,Front Tilt,Straight
5102,Open,Center,Focus,Center,Front Tilt,Straight
5103,Open,Center,Focus,Center,Front Tilt,Straight
5104,Open,Center,Focus,Center,Front Tilt,Straight
5105,Open,Center,Focus,Center,Front Tilt,Straight
5106,Open,Center,Focus,Center,Front Tilt,Straight
5107,Open,Center,Focus,Center,Front Tilt,Straight
5108,Open,Center,Focus,Center,Front Tilt,Straight
5109,Open,Center,Focus,Center,Front Tilt,Straight
5110,Open,Center,Focus,Center,Front Tilt,Straight
5111,Open,Center,Focus,Center,Front Tilt,Straight
5112,Open,Center,Focus,Center,Front Tilt,Straight
5113,Open,Center,Focus,Center,Front Tilt,Straight
5114,Open,Center,Focus,Center,Front Tilt,Straight
5115,Open,Center,Focus,Center,Front Tilt,Straight
5116,Open,Center,Focus,Center,Front Tilt,Straight
5117,Open,Center,Focus,Center,Front Tilt,Straight
5118,Open,Center,Focus,Center,Front Tilt,Straight
5119,Open,Center,Focus,Center,Front Tilt,Straight
5120,Open,Center,Focus,Center,Front Tilt,Straight
5121,Open,Center,Focus,Center,Front Tilt,Straight
5122,Open,Center,Focus,Center,Front Tilt,Straight
5123,Open,Center,Focus,Center,Front Tilt,Straight
5124,Open,Center,Focus,Center,Front Tilt,Straight
5125,Open,Center,Focus,Center,Front Tilt,Straight
5126,Open,Center,Focus,Center,Front Tilt,Straight
5127,Open,Center,Focus,Center,Front Tilt,Straight
5128,Open,Center,Focus,Center,Front Tilt,Straight
5129,Open,Center,Focus,Center,Front Tilt,Straight
5130,Open,Center,Focus,Center,Front Tilt,Straight
5131,Open,Center,Focus,Center,Front Tilt,Straight
5132,Open,Center,Focus,Center,Front Tilt,Straight
5133,Open,Center,Focus,Center,Front Tilt,Straight
5134,Open,Center,Focus,Center,Front Tilt,Straight
5135,Open,Center,Focus,Center,Front Tilt,Straight
5136,Open,Center,Focus,Center,Front Tilt,Straight
5137,Open,Center,Focus,Center,Front Tilt,Straight
5138,Open,Center,Focus,Center,Front Tilt,Straight
5139,Open,Center,Focus,Center,Front Tilt,Straight
5140,Open,Center,Focus,Center,Front Tilt,Straight
5141,Open,Center,Focus,Center,Front Tilt,Straight
5142,Open,Center,Focus,Center,Front Tilt,Straight
5143,Open,Center,Focus,Center,Front Tilt,Straight
5144,Closed,Center,Distracted,Center,Front Tilt,Straight
5145,Closed,Center,Distracted,Center,Front Tilt,Straight
5146,Closed,Center,Distracted,Center,Front Tilt,Straight
5147,Open,Center,Focus,Center,Front Tilt,Straight
5148,Open,Center,Focus,Center,Front Tilt,Straight
5149,Open,Center,Focus,Center,Front Tilt,Straight
5150,Open,Center,Focus,Center,Front Tilt,Straight
5151,Open,Center,Focus,Center,Front Tilt,Straight
5152,Open,Center,Focus,Center,Front Tilt,Straight
5153,Open,Center,Focus,Center,Front Tilt,Straight
5154,Open,Center,Focus,Center,Front Tilt,Straight
5155,Open,Center,Focus,Center,Front Tilt,Straight
5156,Open,Center,Focus,Center,Front Tilt,Straight
5157,Open,Center,Focus,Center,Front Tilt,Straight
5158,Open,Center,Focus,Center,Front Tilt,Straight
5159,Open,Center,Focus,Center,Front Tilt,Straight
5160,Open,Center,Focus,Center,Front Tilt,Straight
5161,Open,Center,Focus,Center,Front Tilt,Straight
5162,Open,Center,Focus,Center,Front Tilt,Straight
5163,Open,Center,Focus,Center,Front Tilt,Straight
5164,Open,Center,Focus,Center,Front Tilt,Straight
5165,Open,Center,Focus,Center,Front Tilt,Straight
5166,Open,Center,Focus,Center,Front Tilt,Straight
5167,Open,Center,Focus,Center,Front Tilt,Straight
5168,Open,Center,Focus,Center,Front Tilt,Straight
5169,Open,Center,Focus,Center,Front Tilt,Straight
5170,Open,Center,Focus,Center,Front Tilt,Straight
5171,Open,Center,Focus,Center,Front Tilt,Straight
5172,Open,Center,Focus,Center,Front Tilt,Straight
5173,Open,Center,Focus,Center,Front Tilt,Straight
5174,Open,Center,Focus,Center,Front Tilt,Straight
5175,Open,Center,Focus,Center,Front Tilt,Straight
5176,Open,Center,Focus,Center,Front Tilt,Straight
5177,Open,Center,Focus,Center,Front Tilt,Straight
5178,Open,Center,Focus,Center,Front Tilt,Straight
5179,Open,Center,Focus,Center,Front Tilt,Straight
5180,Open,Center,Focus,Center,Front Tilt,Straight
5181,Open,Center,Focus,Center,Front Tilt,Straight
5182,Open,Center,Focus,Center,Front Tilt,Straight
5183,Open,Center,Focus,Center,Front Tilt,Straight
5184,Open,Center,Focus,Center,Front Tilt,Straight
5185,Open,Center,Focus,Center,Front Tilt,Straight
5186,Open,Center,Focus,Center,Front Tilt,Straight
5187,Open,Center,Focus,Center,Front Tilt,Straight
5188,Open,Center,Focus,Center,Front Tilt,Straight
5189,Open,Center,Focus,Center,Front Tilt,Straight
5190,Open,Center,Focus,Center,Front Tilt,Straight
5191,Open,Center,Focus,Center,Front Tilt,Straight
5192,Open,Center,Focus,Center,Front Tilt,Straight
5193,Open,Center,Focus,Center,Front Tilt,Straight
5194,Open,Center,Focus,Center,Front Tilt,Straight
5195,Open,Center,Focus,Center,Front Tilt,Straight
5196,Open,Center,Focus,Center,Front Tilt,Straight
5197,Open,Center,Focus,Center,Front Tilt,Straight
5198,Open,Center,Focus,Center,Front Tilt,Straight
5199,Open,Center,Focus,Center,Front Tilt,Straight
5200,Open,Center,Focus,Center,Front Tilt,Straight
5201,Open,Center,Focus,Center,Front Tilt,Straight
